names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,-log10_padj
KRT6B,7.8975224,25.195074,2.8450231654822e-15,7.452083916662596e-15,0.04223165077421048,0.0,14.127722263231203
REG3A,4.695161,24.951828,2.663970839590154e-06,5.328856713817218e-06,0.02510716472749541,0.0,5.273365957228619
MUC6,5.3863473,24.549143,7.190393776226707e-08,1.5298337046942527e-07,0.028803254308459453,0.0,6.815355775103176
KLK7,5.492684,24.262629,3.958713019639532e-08,8.502910642503351e-08,0.029371883474761613,0.0,7.0704323849210535
KLK8,6.163421,24.218767,7.118989720364199e-10,1.6215889100975609e-09,0.03295862129297524,0.0,8.790059234406256
SLCO1B3,6.5274186,23.9249,6.691281883259207e-11,1.5647622243665051e-10,0.03490508266993264,0.0,9.805551646929688
CALB1,2.511175,23.81076,0.012033007925635301,0.019621866853535033,0.013428396465751028,0.0,1.7072596755687661
PRSS33,4.3802414,23.75893,1.1854786361030728e-05,2.3025566705232668e-05,0.023423147581139007,0.0,4.63778967214407
NPSR1,5.01826,23.701187,5.214162189161751e-07,1.0748864614376988e-06,0.026834922578951974,0.0,5.968637407167189
KRTAP3-1,2.6911287,23.575518,0.007121070676394492,0.011830755590270841,0.014390691977954685,0.0,1.9269875175693554
MMP13,1.4232718,23.413208,0.15465739589641417,0.22393662885017834,0.007610882687428921,0.0,0.6498748639625302
C6orf15,2.5234444,22.994816,0.011621142428849774,0.018994571931371915,0.013494007523401278,0.0,1.7213704894184412
C5orf46,1.6482141,22.92148,0.09930874179731623,0.1478853828878389,0.008813752077683493,0.0,0.8300747499035122
SPRR2D,1.5786865,22.864002,0.11440798964525453,0.16901400375750242,0.00844195608433208,0.0,0.7720773101635541
SPRR1B,1.3292049,22.853584,0.1837803691258164,0.2633120246840363,0.00710786457877701,0.0,0.5795293074921875
SPRR2A,1.47644,22.819586,0.13982582806715918,0.20401678989154318,0.007895197270580002,0.0,0.6903340901368599
LY6G6D,3.0714858,22.683407,0.002129962571795357,0.00366590248170985,0.016424634765112415,0.0,2.4358190920793668
HTR1D,2.9774191,22.629036,0.002906864034592723,0.00496100630539899,0.015921616656460504,0.0,2.3044302209786807
SMPX,2.5275342,22.61711,0.011486660414545137,0.018783549616484287,0.01351587787595136,0.0,1.726222333625654
SERPINB7,0.82206213,22.545006,0.4110415397069329,0.5470638181016093,0.004395940862566705,0.0,0.26196200779324935
PAH,2.3925688,22.535904,0.016730887633105106,0.026913298760517384,0.012794156241798619,0.0,1.5700330675395766
WT1,2.3107717,22.464943,0.020845471380369924,0.033241258715447516,0.012356749190796955,0.0,1.4783225395563018
ZIC5,2.6011517,22.463709,0.009291133105431561,0.015307939125329573,0.013909544221852857,0.0,1.8150832734913076
MLN,1.1697004,22.460886,0.2421215820232241,0.339494876366593,0.006254920829323769,0.0,0.46916677567657794
UNC93A,2.3394008,22.442602,0.019314706567816385,0.030879139682130314,0.012509841658647538,0.0,1.51033480796416
VGLL1,1.8158984,22.429333,0.06938595465240395,0.10511984163476842,0.0097104365322369,0.0,0.9783153020574871
FEZF1-AS1,2.3516703,22.353235,0.018689334239667375,0.029920403051519173,0.012575452716297788,0.0,1.5240325604776395
SERPINB3,0.69527644,22.147808,0.4868820856545589,0.6325810157262437,0.0037179599335141283,0.0,0.19888384575739704
DUSP27,1.7463708,22.14713,0.08074654317029299,0.12143607262875,0.009338640538885487,0.0,0.9156522867651544
SOX11,1.0510944,22.131937,0.293215254264903,0.40464168303808223,0.005620680605371358,0.0,0.392929381622071
GJB5,1.8690666,22.074009,0.06161354575800936,0.09385737709810633,0.00999475111538798,0.0,1.0275315865792607
IFNB1,0.6134792,22.041637,0.5395595330201832,0.6891829654478449,0.0032805528825124663,0.0,0.16166546555864397
SEMG1,1.4968892,21.86977,0.13442207942659207,0.1965591019134575,0.008004549033330418,0.0,0.7065068408326189
CLDN18,0.85069114,21.81549,0.3949409378245953,0.5280083505305712,0.0045490333304172865,0.0,0.27735920898006966
MAGEA11,1.5582372,21.693783,0.11917703822701206,0.17551563979298052,0.008332604321581664,0.0,0.7556841784963989
CACNG4,1.5541472,21.668356,0.12014928421544359,0.17690275952536785,0.008310733969031581,0.0,0.7522653924306244
IGFL4,1.4887096,21.5942,0.13656387668548348,0.19945723872028773,0.007960808328230252,0.0,0.7001501976132044
CLEC4C,0.42943543,21.581709,0.6676063681690404,0.8179476590895658,0.0022963870177587263,0.0,0.08727448617691674
IGFL3,0.5848502,21.581257,0.5586484672902325,0.7098288997838293,0.0031274604146618846,0.0,0.1488463228791805
MAGEA3,0.97747684,21.562534,0.32833313019141686,0.4482275818858038,0.005227014259469863,0.0,0.3485014224724405
HOXC11,1.2555875,21.429796,0.20926559258961863,0.29680785583156577,0.006714198232875514,0.0,0.5275246084497868
IL36G,0.41716585,21.42042,0.6765570985117433,0.8261303255090134,0.002230775960108477,0.0,0.08295143550677825
DKK4,1.1124423,21.41572,0.2659480345899259,0.37022933165901156,0.005948735893622605,0.0,0.43152917695796766
TLX1,1.3619238,21.382275,0.17322192786598523,0.24918569796184667,0.007282827399177675,0.0,0.6034768876729625
SERPINB4,0.4212557,21.33221,0.6735683632920471,0.823391608947338,0.00225264631265856,0.0,0.08439356314183258
PLA2G2F,0.7157257,21.221838,0.4741607191004711,0.6184905124237965,0.0038273116962645438,0.0,0.208666958013187
SOX14,0.8874999,21.02469,0.37480981628393706,0.5041421433749068,0.004745866503368034,0.0,0.29744699653099815
KRT75,0.7402649,20.98657,0.4591392748511506,0.6023715419846547,0.003958533811565043,0.0,0.2201355538242374
C17orf77,0.76889396,20.960606,0.4419562819898093,0.5824847769043421,0.0041116262794156245,0.0,0.23471542033255868
ELFN2,0.73208517,20.938211,0.46411658080038554,0.6080675502934785,0.003914793106464877,0.0,0.21604817222374773
KCNC2,0.40489626,20.89762,0.6855537596041209,0.8345569619032589,0.0021651649024582277,0.0,0.07854401561025619
SPINK6,0.38035712,20.895075,0.7036803528379327,0.8507958093032195,0.002033942787157729,0.0,0.07017465793358858
APOA2,0.7198156,20.864569,0.47163854312629805,0.6159695969170415,0.003849182048814627,0.0,0.210440723252808
MMP8,0.28220043,20.813782,0.7777898276762685,0.9127328102721713,0.0015090543259557343,0.0,0.039656337479018186
KRT40,0.8138824,20.80647,0.4157123223893967,0.5526067096146352,0.004352200157466539,0.0,0.25758384629080405
KRT34,0.7484446,20.798525,0.45419201606402204,0.5967653389978589,0.004002274516665209,0.0,0.22419640926043982
NAT8,0.7770736,20.753891,0.4371153183548898,0.5768878778499985,0.004155366984515791,0.0,0.23890858677970903
CPNE6,0.76480407,20.72429,0.44438822548605084,0.5850720940065406,0.004089755926865541,0.0,0.23279061579800647
IBSP,0.22085251,20.70336,0.8252072747540854,0.9467557326785281,0.0011809990377044878,0.0,0.023762056512798984
CHST4,0.72390544,20.696184,0.4691237813726522,0.6133399374662581,0.00387105240136471,0.0,0.2122987554225516
FAM25A,0.3394585,20.630262,0.734264362919082,0.8770909807575059,0.001815239261656898,0.0,0.05695535487619654
MAGEA6,0.4866935,20.607132,0.6264755540999115,0.7795138811822202,0.0026025719534598897,0.0,0.10817614671354386
ADCY8,0.6502879,20.604002,0.5155062390851728,0.663553341417303,0.003477386055463214,0.0,0.178124159533468
FIRRE,0.60938936,20.517199,0.5422664039844087,0.6921850181932933,0.003258682529962383,0.0,0.15977780490666343
SAA4,0.5439516,20.503647,0.5864748097594819,0.7388982044644052,0.002908756889161053,0.0,0.13141538878315925
PAX7,0.40489626,20.48797,0.6855537596041209,0.8345569619032589,0.0021651649024582277,0.0,0.07854401561025619
MAGEA1,0.44170502,20.426067,0.6587026745553406,0.8100369132931904,0.0023619980754089756,0.0,0.09149518991855395
PNPLA1,0.4989631,20.42521,0.6178053928565945,0.770756785104082,0.002668183011110139,0.0,0.11308264341586659
CTAG2,0.2004032,20.370516,0.841165253270201,0.9556826263194663,0.0010716472749540723,0.0,0.01968630910704352
LGALS7B,0.5398617,20.314642,0.5892924164203812,0.7417527238674697,0.00288688653661097,0.0,0.1297408501901708
CRCT1,0.2862903,20.288664,0.7746557925350515,0.9101554372145181,0.0015309246785058174,0.0,0.040884432118587194
SULT4A1,0.5153225,20.212965,0.6063276600993899,0.7587673196473348,0.0027556644213104714,0.0,0.11989138258367958
KRT83,0.49078336,20.18384,0.6235796812900598,0.7769619606203563,0.002624442306009973,0.0,0.1096002433574863
LINC01602,0.53168195,20.167337,0.5949462802475358,0.7477918318132877,0.002843145831510804,0.0,0.12621928298734947
