gene,importance,rank
NDUFB7,7.096766087169713e-05,1429
STK4,7.091020524022275e-05,1430
BHLHE40,7.085839503296007e-05,1431
LAIR2,7.0825123561679e-05,1432
SNRPD1,7.078484236951922e-05,1433
TBC1D4,7.066559405694467e-05,1434
EPC1,7.066272263741683e-05,1435
UPP1,7.061549408878498e-05,1436
TCEA3,7.060621460425717e-05,1437
CFDP1,7.053305151979071e-05,1438
ICAM3,7.048937382615534e-05,1439
ITGAX,7.045920883993433e-05,1440
ICAM2,7.044676593176965e-05,1441
TECR,6.99763287517018e-05,1442
CNIH1,6.991925745685086e-05,1443
RPN2,6.97806209669446e-05,1444
CMPK1,6.967897450912832e-05,1445
NANS,6.95621150867819e-05,1446
SYNGR2,6.955436611311884e-05,1447
NEDD4L,6.946960463687653e-05,1448
ATP5PB,6.946226432585924e-05,1449
CNN3,6.943960465985795e-05,1450
PDK4,6.943107887907896e-05,1451
GNAS,6.942742363612466e-05,1452
TNFRSF1B,6.938597535475441e-05,1453
MYO10,6.938286315835541e-05,1454
RBM25,6.93597684382883e-05,1455
FYB1,6.925637970271946e-05,1456
AKIRIN2,6.925205612135041e-05,1457
SMIM26,6.923465055831963e-05,1458
SCAND1,6.918563578989726e-05,1459
CDC42SE2,6.915161017094654e-05,1460
HNRNPDL,6.912032068678622e-05,1461
PRAC1,6.893226802928057e-05,1462
RBMX,6.889422641626996e-05,1463
TSPAN4,6.867219822180916e-05,1464
CDKN1A,6.851868629982822e-05,1465
SEPTIN7,6.84782137537317e-05,1466
SFT2D1,6.847147192524266e-05,1467
MRFAP1,6.846085853671116e-05,1468
SF1,6.841893278941917e-05,1469
PPP2R5C,6.835171902333487e-05,1470
SNRPB2,6.816163517252604e-05,1471
DGUOK,6.806315137817093e-05,1472
YWHAQ,6.7977140956948e-05,1473
FAP,6.789250033822421e-05,1474
SLPI,6.782090951839483e-05,1475
MYDGF,6.78037747031138e-05,1476
HNRNPU,6.777506835668722e-05,1477
UGP2,6.775412927109058e-05,1478
EIF1AX,6.763873402920346e-05,1479
MYO1B,6.763023161851412e-05,1480
APP,6.76264121591244e-05,1481
DAD1,6.750276011856887e-05,1482
LINC-PINT,6.74394557625541e-05,1483
TSPAN1,6.740984958710571e-05,1484
PCBP2,6.740225410875792e-05,1485
CD82,6.72667206017236e-05,1486
NDUFA1,6.725514135956828e-05,1487
SNHG8,6.72199534091483e-05,1488
RNASE6,6.718919680706905e-05,1489
FOXF1,6.715746288567535e-05,1490
CDC42,6.693216780092667e-05,1491
EIF4A2,6.689873759611293e-05,1492
PRDX6,6.687993364293287e-05,1493
PYURF,6.686118299129639e-05,1494
OSTF1,6.684089979213849e-05,1495
PIM3,6.676172597231347e-05,1496
ATP1A1,6.674044776231438e-05,1497
TGIF1,6.671974681193373e-05,1498
CD70,6.671234440540127e-05,1499
AGR3,6.65014576823059e-05,1500
HSBP1,6.649014892957075e-05,1501
FKBP2,6.63554954312198e-05,1502
SNHG32,6.596694277219924e-05,1503
CHMP4A,6.581949259101523e-05,1504
WFDC2,6.567115275172705e-05,1505
LSM2,6.566850624973949e-05,1506
TPSAB1,6.566615080096956e-05,1507
SLC9A3R2,6.55882366979234e-05,1508
ATP5PO,6.551266286885832e-05,1509
NONO,6.550872592223294e-05,1510
ATP5PD,6.542639498514643e-05,1511
AKR1A1,6.542628421830184e-05,1512
EIF5A,6.539676613228753e-05,1513
MUC12,6.538024319942322e-05,1514
EPB41L2,6.520405643832947e-05,1515
BZW1,6.515915190008653e-05,1516
CDCP1,6.512960487991385e-05,1517
SLC7A5,6.499807815606573e-05,1518
LOXL2,6.471616816008177e-05,1519
ZSCAN18,6.465898025709172e-05,1520
CTSA,6.457787412620442e-05,1521
SCP2,6.449981599632487e-05,1522
ECM1,6.439664697782298e-05,1523
NDUFB3,6.406616218741436e-05,1524
BSG,6.404699947585131e-05,1525
ARPP19,6.390839906824276e-05,1526
C19orf33,6.390539173917793e-05,1527
MTCH2,6.383699341552819e-05,1528
MGAT4A,6.376104611079131e-05,1529
COL5A2,6.365847646237244e-05,1530
STAT1,6.36301450225448e-05,1531
ENY2,6.359837387086566e-05,1532
PTP4A1,6.357031031233345e-05,1533
RASEF,6.341385548037695e-05,1534
CIAO2B,6.340311633264132e-05,1535
ARGLU1,6.335600544143092e-05,1536
BAG1,6.334947594713902e-05,1537
KTN1,6.312941713974892e-05,1538
GABARAPL1,6.293502856671325e-05,1539
CCL15,6.278849641093425e-05,1540
DHRS11,6.274673029986152e-05,1541
IDI1,6.258622983263246e-05,1542
HNRNPH1,6.2533347974328e-05,1543
SF3B5,6.251481274736505e-05,1544
OLFML3,6.242483756881081e-05,1545
DDT,6.22373665699562e-05,1546
COL4A2,6.222972863123024e-05,1547
PAMR1,6.21789460350564e-05,1548
NDUFC2,6.217359768605796e-05,1549
HAX1,6.207398346210924e-05,1550
PPP4C,6.204865465736188e-05,1551
PRRC2C,6.186040168739467e-05,1552
REG1B,6.185833423108831e-05,1553
DOK2,6.185099054459121e-05,1554
ISCU,6.165754248897691e-05,1555
TMEM160,6.16199201730227e-05,1556
MCTS1,6.159209406342746e-05,1557
C20orf27,6.154195531194579e-05,1558
NAA10,6.153511128404166e-05,1559
SEC11A,6.13628473590626e-05,1560
SLA,6.13349741067265e-05,1561
CD96,6.125790806879397e-05,1562
LDLRAD4,6.118589799803603e-05,1563
ARID5A,6.117578720002639e-05,1564
COX20,6.116887827529973e-05,1565
SMAP2,6.116054733700562e-05,1566
THBS1,6.099576886079016e-05,1567
GTF2I,6.093441058246356e-05,1568
TCF25,6.0927014634360985e-05,1569
CASP4,6.092520257210314e-05,1570
DKK3,6.090646864612317e-05,1571
ARL4A,6.0815815376093426e-05,1572
PDIA3,6.0814962322591125e-05,1573
RNF7,6.0790463121601573e-05,1574
CD81,6.070583663652886e-05,1575
PTPN7,6.069498435789107e-05,1576
MOB1A,6.066740034873909e-05,1577
MGST3,6.063157799410061e-05,1578
EIF4A1,6.057334399477917e-05,1579
TCF7,6.053583618268549e-05,1580
MRPL57,6.0534452811274614e-05,1581
SEPTIN9,6.053035037395023e-05,1582
POLR2I,6.04342565685752e-05,1583
MIAT,6.0406930256334926e-05,1584
CLTB,6.040105007653718e-05,1585
IGKV4-1,6.037345708640584e-05,1586
HECTD1,6.0351758217191396e-05,1587
FAM162A,6.0338306028037544e-05,1588
MAST4,6.031053278948523e-05,1589
HNRNPUL1,6.028777877777921e-05,1590
CD3G,6.028770870498845e-05,1591
TMEM230,6.02250037327214e-05,1592
TAP1,6.022178326557718e-05,1593
VASN,6.0159792268832365e-05,1594
ATP5F1A,6.004294830487599e-05,1595
TAPBP,5.999176951090994e-05,1596
MXD1,5.991480044177049e-05,1597
RNF125,5.9872149111846025e-05,1598
ADAM19,5.985919469021949e-05,1599
VOPP1,5.9762617194160974e-05,1600
FIS1,5.974105941043953e-05,1601
H4C3,5.968550062552166e-05,1602
CSNK1D,5.968439742551549e-05,1603
UBE2I,5.9613761594229434e-05,1604
MORF4L2,5.955176485698443e-05,1605
GPA33,5.9377127729492996e-05,1606
TIMM8B,5.937198204476038e-05,1607
CITED2,5.9368066324350585e-05,1608
SPAG4,5.931139759832253e-05,1609
ID1,5.923996391103479e-05,1610
DST,5.920816892684653e-05,1611
G3BP2,5.9145407050421354e-05,1612
CCT4,5.907664761016584e-05,1613
EIF2S3,5.9040559638630736e-05,1614
GJB3,5.8890610233619624e-05,1615
FAM174C,5.87366697885294e-05,1616
MDK,5.866965312421433e-05,1617
POLR2G,5.860439660503868e-05,1618
PHF20,5.857648792738303e-05,1619
ITGA5,5.8524115884104624e-05,1620
PKIG,5.843344661585939e-05,1621
CD83,5.839895117335201e-05,1622
XRCC6,5.8381537904014146e-05,1623
HLA-DMB,5.837539976900412e-05,1624
SNRPN,5.835376439070776e-05,1625
STRAP,5.826803565346084e-05,1626
EIF4B,5.81989365663795e-05,1627
QTRT1,5.8184999100657394e-05,1628
DDIT4,5.8169167523062145e-05,1629
IGHV3-23,5.807942864402436e-05,1630
TRAM1,5.804843989841752e-05,1631
OSTC,5.804637817784517e-05,1632
MYH9,5.7999276643781435e-05,1633
LGALS3BP,5.799333017078687e-05,1634
HLA-F,5.795350468998229e-05,1635
SSBP2,5.7873680827052775e-05,1636
TUBA1C,5.784300514630084e-05,1637
BEX4,5.780552048459486e-05,1638
FOXP1,5.7696423961031325e-05,1639
MRPL52,5.7622305732344624e-05,1640
TGFB1,5.7501655742350025e-05,1641
NAA38,5.7461067982921414e-05,1642
MICOS10,5.745201671955115e-05,1643
LAMTOR5,5.738448147863267e-05,1644
IFI27L2,5.736779032119508e-05,1645
EIF4E2,5.729926898485958e-05,1646
SERPINB5,5.728962184621687e-05,1647
HNRNPM,5.7180755410467264e-05,1648
RHOF,5.7167771000882147e-05,1649
FERMT2,5.7081640642646786e-05,1650
BUB3,5.7042294341787306e-05,1651
LSM10,5.7036451978823936e-05,1652
GAL,5.701824146604086e-05,1653
SSNA1,5.696861488342671e-05,1654
CLK1,5.695410012407307e-05,1655
STAT4,5.693198194671777e-05,1656
TMEM100,5.6928071197171566e-05,1657
AP2M1,5.691278194060882e-05,1658
RNF128,5.683150114266173e-05,1659
GRAMD1A,5.676334693300301e-05,1660
MVP,5.671152340998574e-05,1661
PLTP,5.6558551961914396e-05,1662
IGHV4-39,5.6540538410283673e-05,1663
SAFB2,5.653407814725485e-05,1664
NDUFA13,5.651705411218427e-05,1665
TNIP1,5.6509388206076596e-05,1666
ASAH1,5.643557858123313e-05,1667
MYC,5.642205952771536e-05,1668
STOM,5.635443944048332e-05,1669
CTSF,5.625473063336469e-05,1670
RAB7A,5.5906386145578095e-05,1671
NIBAN2,5.582719591523216e-05,1672
SLC9A3R1,5.579998565163849e-05,1673
ATP13A3,5.577009055092352e-05,1674
PRR7,5.57628285069622e-05,1675
NOP56,5.5758016135021525e-05,1676
SCAF11,5.572108929930437e-05,1677
LTC4S,5.567999796545454e-05,1678
PBX1,5.561675382381968e-05,1679
CDCA7,5.5598708812639244e-05,1680
PLA2G7,5.5589152719665824e-05,1681
CAMLG,5.554530583188864e-05,1682
SRM,5.548539590706321e-05,1683
KANK2,5.538819408555167e-05,1684
ZC3H15,5.535921151021833e-05,1685
TGFBR2,5.5328792706800953e-05,1686
PKIB,5.5294068479947085e-05,1687
SEPTIN1,5.527960993553438e-05,1688
FN1,5.520483384409309e-05,1689
NDUFB5,5.5203489285414525e-05,1690
LY96,5.519796498276563e-05,1691
DNTTIP2,5.5087677886955224e-05,1692
ORAI2,5.507583829260828e-05,1693
MMP1,5.4930396456141324e-05,1694
ARF1,5.491737294416773e-05,1695
RSL1D1,5.489476805967876e-05,1696
CD163,5.488847260211088e-05,1697
KRT23,5.4879640703615685e-05,1698
ARIH1,5.478472039831944e-05,1699
MPST,5.4740797716000096e-05,1700
KYNU,5.457333165355866e-05,1701
CD34,5.4521496501323184e-05,1702
GNL3,5.4506281704145345e-05,1703
RBPMS,5.450319130628193e-05,1704
HLA-DQA2,5.448047135936349e-05,1705
C11orf58,5.439661035695875e-05,1706
CAP1,5.436049555379212e-05,1707
UQCC2,5.435388958145211e-05,1708
TLE5,5.4353346614544574e-05,1709
BAZ1A,5.423551145300659e-05,1710
GCHFR,5.410552844918145e-05,1711
VIPR1,5.40980431003349e-05,1712
RNPEPL1,5.409134581075035e-05,1713
NPDC1,5.4068326290332506e-05,1714
GZMK,5.4053449425080395e-05,1715
EIF3I,5.4047335856625374e-05,1716
CA12,5.404077186658041e-05,1717
SERBP1,5.402603299972393e-05,1718
ENG,5.39870841740066e-05,1719
MRPS16,5.3945795461908426e-05,1720
PA2G4,5.388214519316174e-05,1721
CLEC2D,5.386355860856466e-05,1722
ANXA4,5.384901952370687e-05,1723
TPP1,5.383666116067593e-05,1724
REEP5,5.380086124459294e-05,1725
LMCD1,5.3781460507896504e-05,1726
GHITM,5.376474561347277e-05,1727
PITPNC1,5.3756016139033894e-05,1728
PTGER2,5.3720881874936934e-05,1729
FAM107A,5.369470503159598e-05,1730
ST13,5.360899098282945e-05,1731
RHBDD2,5.3591071130591694e-05,1732
TOB2,5.3489213217407294e-05,1733
CNOT6L,5.333095633709516e-05,1734
RAB13,5.3315474026280156e-05,1735
ENTPD6,5.330279504978993e-05,1736
SPTBN1,5.3267436634569026e-05,1737
SBDS,5.326547929424922e-05,1738
UXT,5.325347766839343e-05,1739
EPAS1,5.320005973248328e-05,1740
CLEC7A,5.319817352830695e-05,1741
ISCA1,5.317209637522531e-05,1742
RNF168,5.316351380308293e-05,1743
TMED10,5.315311210176267e-05,1744
FSTL1,5.3140849109470056e-05,1745
CADM3,5.312563594824216e-05,1746
RABAC1,5.3090175360921064e-05,1747
GPR65,5.3042291038531665e-05,1748
NCOR1,5.301029226065709e-05,1749
TMPRSS2,5.300231564008848e-05,1750
CLPP,5.295249288548237e-05,1751
ARF4,5.294851910224798e-05,1752
CD164,5.294183773163062e-05,1753
DERL1,5.293727918280638e-05,1754
STIP1,5.2915980718683866e-05,1755
LMAN2,5.2896956953616484e-05,1756
EIF3D,5.28675519463351e-05,1757
PCNP,5.259340672582781e-05,1758
CDKN2C,5.257698813240936e-05,1759
SRSF9,5.253264686547358e-05,1760
CTNNB1,5.251075322209351e-05,1761
CX3CL1,5.24817629781211e-05,1762
GSPT1,5.2447215446081034e-05,1763
RNF145,5.2362884607094184e-05,1764
SUCLG1,5.2315891992501356e-05,1765
RWDD1,5.2264470584865834e-05,1766
GLIPR2,5.2225433951487905e-05,1767
ATP5PF,5.221939185508396e-05,1768
RAB5C,5.221576829543938e-05,1769
PMP22,5.219979657861592e-05,1770
RAB11A,5.2186440766652545e-05,1771
SGK1,5.215691713723075e-05,1772
ERO1A,5.2156624456865076e-05,1773
SH2D2A,5.215482463367939e-05,1774
MIR155HG,5.2140731633230344e-05,1775
JAK1,5.209471333051234e-05,1776
RAMP1,5.206747190472899e-05,1777
MS4A6A,5.204678480611816e-05,1778
BANF1,5.2021067777681846e-05,1779
RTN4,5.1972651462497015e-05,1780
HSPA9,5.188453737507008e-05,1781
PPP2CA,5.182325083409693e-05,1782
DDAH2,5.181037556287898e-05,1783
NSD3,5.1772503007947494e-05,1784
CAVIN1,5.1755248876410435e-05,1785
MFAP5,5.1634972155004576e-05,1786
ANXA11,5.161662697711457e-05,1787
TOMM22,5.16061912954839e-05,1788
SPCS3,5.156778423248004e-05,1789
TMEM9B,5.14969269869166e-05,1790
VWA5A,5.148918322863113e-05,1791
CAPZA1,5.138412642462468e-05,1792
NFE2L2,5.13759188227852e-05,1793
BCL2L11,5.1304380700446626e-05,1794
MFAP2,5.125004246134633e-05,1795
H1-2,5.124100529459615e-05,1796
FKBP8,5.121517478135888e-05,1797
ARF5,5.1212845200353916e-05,1798
RNF138,5.1165591810236974e-05,1799
EIF3J,5.115557414522619e-05,1800
GRB2,5.109657376465663e-05,1801
SNRPF,5.106425745823645e-05,1802
HNRNPAB,5.096408180958779e-05,1803
SSPN,5.0946803175574785e-05,1804
IRF7,5.0940181816370814e-05,1805
DCXR,5.0939771773396745e-05,1806
CANX,5.091794297842345e-05,1807
FAM107B,5.0911010744668604e-05,1808
PBXIP1,5.091025319904325e-05,1809
SERPINE1,5.090470935565812e-05,1810
RBM8A,5.0791279343289e-05,1811
ZFAND5,5.073911256921283e-05,1812
MIR22HG,5.07300558352113e-05,1813
FGFR1OP2,5.069476852043558e-05,1814
TMEM256,5.053882356248064e-05,1815
SSU72,5.053485382414357e-05,1816
ALDH2,5.051498573825509e-05,1817
THRAP3,5.04569679557716e-05,1818
ELL2,5.0426935716611455e-05,1819
PTPN1,5.041348122512294e-05,1820
HSPG2,5.038673244582053e-05,1821
KLRD1,5.034910495286848e-05,1822
TNFRSF14,5.030676955964819e-05,1823
WEE1,5.021951520017364e-05,1824
EIF3M,5.020594822336041e-05,1825
IFRD1,5.019556826407047e-05,1826
MANF,5.017883921936392e-05,1827
CD276,5.0139592380529696e-05,1828
IRF2BP2,5.001166549344536e-05,1829
LYVE1,4.991981900833507e-05,1830
HADHA,4.982545413670627e-05,1831
MCRIP1,4.978787845393761e-05,1832
CD79B,4.974937287225698e-05,1833
GATA2,4.974052375153011e-05,1834
KIF5B,4.971950556742263e-05,1835
PIK3IP1,4.968094685519512e-05,1836
UQCRC2,4.966266354200135e-05,1837
RNF149,4.961180050607368e-05,1838
PRSS22,4.955647807250801e-05,1839
DDX46,4.954066853963496e-05,1840
LAG3,4.946038894594683e-05,1841
SERPINB9,4.945203293194674e-05,1842
ICAM4,4.943844819820681e-05,1843
TWISTNB,4.9410146186283364e-05,1844
HADHB,4.9395534673761534e-05,1845
PRKAR1A,4.933190742171074e-05,1846
B3GNT5,4.9289425235347045e-05,1847
NUDT4,4.928796485801907e-05,1848
FMNL1,4.9261743552633386e-05,1849
SEPTIN6,4.915185520369817e-05,1850
RHEX,4.914036037319639e-05,1851
CUTALP,4.911396633454765e-05,1852
PPIG,4.910392031623844e-05,1853
SLBP,4.9086861477615024e-05,1854
REXO2,4.902779749868186e-05,1855
PMF1,4.898585110723589e-05,1856
NUPR1,4.890699205560553e-05,1857
TSC22D1,4.8903814355940384e-05,1858
COL18A1,4.888705617763508e-05,1859
CMC1,4.888561379374306e-05,1860
RILPL2,4.879380652554213e-05,1861
MRPS15,4.870039115833988e-05,1862
ANK2,4.863244939459873e-05,1863
PECAM1,4.8546284780996276e-05,1864
CPNE7,4.853812243929173e-05,1865
EIF3G,4.852696795752019e-05,1866
WNT10A,4.848760342999192e-05,1867
LIFR,4.848065923534769e-05,1868
RPS19BP1,4.836292514089086e-05,1869
MX1,4.8342464010475624e-05,1870
FCGBP,4.831790785907192e-05,1871
USP36,4.823040506858305e-05,1872
RRP7A,4.8116991278677454e-05,1873
ADA,4.8109764546314336e-05,1874
SDC1,4.802951669796028e-05,1875
HEXB,4.8004128124459606e-05,1876
AKIRIN1,4.7956737378354495e-05,1877
ELOVL5,4.794603818165836e-05,1878
DR1,4.787711749479791e-05,1879
UFC1,4.7843775937589866e-05,1880
KRTCAP2,4.7834327402576665e-05,1881
RALGAPA1,4.783229326668987e-05,1882
IFNGR1,4.780056079230298e-05,1883
PODNL1,4.777081128698372e-05,1884
NBDY,4.773866809226219e-05,1885
SRRT,4.7686898202922904e-05,1886
KCNQ1OT1,4.760455834899945e-05,1887
KPNB1,4.7586820207698595e-05,1888
RAB30,4.753144773566705e-05,1889
FBXO34,4.7511229955743974e-05,1890
TMBIM4,4.7488064949221176e-05,1891
CARHSP1,4.748719920793702e-05,1892
TCEA1,4.743360880744023e-05,1893
YTHDC1,4.740211194830994e-05,1894
PHF1,4.737470612061822e-05,1895
WIPF1,4.735311184275679e-05,1896
ATP6AP2,4.733332717623239e-05,1897
TMEM88,4.731561866958341e-05,1898
HCG18,4.727496683978723e-05,1899
SYF2,4.726312055098184e-05,1900
MIDEAS,4.72601566756524e-05,1901
TACC1,4.724802476606668e-05,1902
RSRC2,4.7245908355537624e-05,1903
ETV7,4.724264106002447e-05,1904
EIF3A,4.72134344671839e-05,1905
PSMA3-AS1,4.7188262649969546e-05,1906
F3,4.7164469634785424e-05,1907
CDC42EP5,4.713989869022817e-05,1908
RRAS2,4.713460751410739e-05,1909
VDAC2,4.701256511103504e-05,1910
PRSS23,4.700271505237126e-05,1911
CCND3,4.6984135530971025e-05,1912
NDFIP1,4.697540838418077e-05,1913
SNHG15,4.6964531668632446e-05,1914
PGLS,4.687532461505818e-05,1915
APLP2,4.686573233060447e-05,1916
YWHAE,4.6847266657082334e-05,1917
RAB1A,4.684572195007007e-05,1918
SLC25A33,4.684410235472785e-05,1919
CMTM6,4.683189719162481e-05,1920
CCDC59,4.6779242908291416e-05,1921
MAPK1IP1L,4.6699894813937785e-05,1922
VSIR,4.6691098265291694e-05,1923
S100B,4.659660494491697e-05,1924
SRSF10,4.659185246179435e-05,1925
RBP1,4.657559460536979e-05,1926
PIM2,4.652371236896904e-05,1927
COPZ1,4.6403219900069626e-05,1928
COL6A3,4.6398854303463283e-05,1929
NR1H2,4.6393579463808643e-05,1930
SOX17,4.631301748755448e-05,1931
C1QBP,4.6209189090495294e-05,1932
GTF3C6,4.62085806166065e-05,1933
RALY,4.620334812757576e-05,1934
HCLS1,4.619242697759479e-05,1935
TNFSF13B,4.6183182268231325e-05,1936
ANXA6,4.6181284390582756e-05,1937
TAF1D,4.6106581747275456e-05,1938
TAF7,4.6082920821419376e-05,1939
NUSAP1,4.603622802234709e-05,1940
CLDN5,4.600088429867344e-05,1941
NDUFAF3,4.598131479551404e-05,1942
ARHGDIA,4.594699615740043e-05,1943
OXA1L,4.594038349073721e-05,1944
WARS1,4.59220162019921e-05,1945
S1PR4,4.5793115864304804e-05,1946
ARL5A,4.5735937544357756e-05,1947
VASP,4.568017509307909e-05,1948
NAA20,4.567649322785088e-05,1949
ADIPOR1,4.5661167891372024e-05,1950
MSN,4.5654860601997706e-05,1951
PDCL3,4.564425294550095e-05,1952
RASSF5,4.556369676070342e-05,1953
OPTN,4.555113081898403e-05,1954
JMJD1C,4.553946449672967e-05,1955
RER1,4.550182964862508e-05,1956
PSMD7,4.545239693395237e-05,1957
LIMD2,4.543630441641306e-05,1958
PET100,4.53556364828986e-05,1959
CHCHD7,4.53367710533627e-05,1960
POLR2F,4.532581110938945e-05,1961
EMILIN1,4.532447393487638e-05,1962
COL6A1,4.5296948720843234e-05,1963
CHMP5,4.526376494391273e-05,1964
NUCKS1,4.524309068269815e-05,1965
MICOS13,4.520107976113896e-05,1966
SSBP1,4.5164161037057485e-05,1967
VCP,4.5161419512610546e-05,1968
HSPA4,4.5160441180268385e-05,1969
CHD2,4.51531954077818e-05,1970
SYNGR1,4.5126976567414515e-05,1971
ATRAID,4.5012779919302584e-05,1972
IRAK1,4.499933168068479e-05,1973
REX1BD,4.4936261992493385e-05,1974
RNPS1,4.493149462588312e-05,1975
MAGOH,4.490708864199069e-05,1976
OCIAD1,4.4881115176762976e-05,1977
FDFT1,4.4858390102918355e-05,1978
RND1,4.484272603550207e-05,1979
LSM3,4.48423858893008e-05,1980
RGS3,4.478504231496764e-05,1981
BCL2,4.460541732186576e-05,1982
EIF5,4.459827831712155e-05,1983
TAX1BP3,4.457938085043813e-05,1984
VCAN,4.455202478069627e-05,1985
AUP1,4.452413638783974e-05,1986
CILP,4.448189268114065e-05,1987
ITGA1,4.447782995276382e-05,1988
EHD1,4.4473679903635575e-05,1989
GSTA1,4.443262159747855e-05,1990
DHRS7,4.4409919300795516e-05,1991
MAP3K8,4.440232571729873e-05,1992
UQCRC1,4.438682627851591e-05,1993
SEZ6L2,4.436224637783394e-05,1994
MATK,4.4362007340580346e-05,1995
MIEN1,4.436043503164487e-05,1996
VEGFA,4.428177012210299e-05,1997
MPG,4.428169507281592e-05,1998
TSTD1,4.4280421930075896e-05,1999
ATP6AP1,4.419935367864941e-05,2000
SQLE,4.417953020145963e-05,2001
HSD11B2,4.415890734503619e-05,2002
SH3KBP1,4.414976130355492e-05,2003
MED10,4.411191899160716e-05,2004
ACTR2,4.409994264806474e-05,2005
COPS9,4.409740450004008e-05,2006
RBM17,4.409050284921718e-05,2007
ENTPD5,4.408973811486438e-05,2008
BTBD7,4.4086454119297645e-05,2009
PPP1R12A,4.405289656477559e-05,2010
CAV2,4.404690477601169e-05,2011
TOMM20,4.403723957915809e-05,2012
LAMTOR1,4.401037939724536e-05,2013
KRR1,4.400286042372024e-05,2014
SPG21,4.3981899577913447e-05,2015
USP16,4.398139478819586e-05,2016
PFKFB3,4.397112093101164e-05,2017
BIRC2,4.394016021973385e-05,2018
EMD,4.381270407738965e-05,2019
PDPN,4.3803615484863095e-05,2020
MSR1,4.377002446270711e-05,2021
KRT10,4.373820696772809e-05,2022
CD151,4.372073291280211e-05,2023
NDUFA6,4.3692015267436e-05,2024
C5AR1,4.368165877306443e-05,2025
TMEM219,4.364874129137831e-05,2026
DPP7,4.3639735073209265e-05,2027
SP100,4.3568698760050615e-05,2028
MAF1,4.351556590632309e-05,2029
SLC38A1,4.348875860509829e-05,2030
DDOST,4.348868970130633e-05,2031
PIM1,4.348868078840349e-05,2032
SNRPC,4.344812832345706e-05,2033
SMCHD1,4.341322573692245e-05,2034
METTL8,4.341295261521077e-05,2035
ZFP36L1,4.337249510468888e-05,2036
HMGN3,4.331437995054116e-05,2037
UBE2C,4.329571538763966e-05,2038
ILF2,4.327619020343698e-05,2039
SNRPD3,4.3261700473042564e-05,2040
ATF3,4.319185431499043e-05,2041
PMEPA1,4.3146898816061194e-05,2042
CTSZ,4.3118635610613475e-05,2043
BIN1,4.308102211992122e-05,2044
SNX6,4.307101477353581e-05,2045
CSNK1A1,4.3050359035997076e-05,2046
PLP1,4.303814097009564e-05,2047
CHMP2A,4.302307306777842e-05,2048
ITLN1,4.3018220901284034e-05,2049
NDUFA2,4.300663464707141e-05,2050
NASP,4.2992306882742e-05,2051
REG3A,4.298393027186509e-05,2052
FABP2,4.2937870030576404e-05,2053
SHMT2,4.290239458000904e-05,2054
RARA,4.286101830144773e-05,2055
SIGIRR,4.284605252400122e-05,2056
CCNDBP1,4.284373701214981e-05,2057
DLC1,4.275250735014191e-05,2058
CSDE1,4.2746929542057035e-05,2059
TPM2,4.2738146797005544e-05,2060
CHI3L1,4.271774821334015e-05,2061
PSMC1,4.27031947649923e-05,2062
RBM23,4.269063849285484e-05,2063
TMEM165,4.2667212686561197e-05,2064
PSMD4,4.2659091315776256e-05,2065
NDUFS4,4.262986631835234e-05,2066
SLIRP,4.262716982099566e-05,2067
TNFAIP2,4.251850111019545e-05,2068
CCDC107,4.2515517605751624e-05,2069
GNB2,4.2513427121349077e-05,2070
B4GALT1,4.2511055272455836e-05,2071
MRPS21,4.2499359568900676e-05,2072
SLC9A2,4.248096961989449e-05,2073
DNAJB4,4.244231794411158e-05,2074
DYNLT3,4.2416899120213966e-05,2075
MRPL54,4.240772804184143e-05,2076
NENF,4.240248976382536e-05,2077
KRAS,4.23987072860779e-05,2078
TNIP2,4.2256375625060214e-05,2079
MAP2K3,4.2245313268711e-05,2080
HDAC2,4.221706897430418e-05,2081
CDK2AP2,4.2207286193350524e-05,2082
LIMA1,4.218765719964493e-05,2083
L1CAM,4.203005018722152e-05,2084
CLNS1A,4.198545697436622e-05,2085
EBF1,4.197741921225507e-05,2086
VPS51,4.1971787451234314e-05,2087
NOP58,4.1958407508584494e-05,2088
OTUD1,4.192080711518651e-05,2089
ADD3,4.1918920307491294e-05,2090
CEACAM7,4.190055855362226e-05,2091
UTS2,4.183222033654016e-05,2092
PDLIM7,4.179927948878435e-05,2093
ATP6V1E1,4.17953825462685e-05,2094
PCOLCE2,4.174678121387509e-05,2095
SLC40A1,4.1738933073908e-05,2096
NSA2,4.1693721606342e-05,2097
EPHX2,4.165687213234533e-05,2098
EIF4H,4.1638758889788525e-05,2099
CCN1,4.163180490180192e-05,2100
ABCF1,4.162790826033508e-05,2101
TMED3,4.162333887316024e-05,2102
TBCB,4.15993901165892e-05,2103
TTC39C,4.156551980550555e-05,2104
EAPP,4.15501691801275e-05,2105
SVIP,4.1543954224640715e-05,2106
MRPL55,4.146504495279338e-05,2107
HNRNPD,4.146102407793053e-05,2108
BCLAF1,4.135574951771005e-05,2109
ALKBH7,4.132789797072847e-05,2110
USP8,4.132552602993288e-05,2111
CCNH,4.1321460386180974e-05,2112
ERH,4.126767694438114e-05,2113
GATA3,4.1235495850204166e-05,2114
RANBP2,4.1220751166491715e-05,2115
DNAJC8,4.116707353160332e-05,2116
PIP4K2A,4.115525842806996e-05,2117
CCDC12,4.113951769251624e-05,2118
DNAJC7,4.109875118880221e-05,2119
ROCK1,4.107318916801673e-05,2120
METTL9,4.10612883129671e-05,2121
TMEM176A,4.104470519240337e-05,2122
