gene,importance,rank
ANXA1,0.0007123910827635633,253
SFRP1,0.0007118025214371793,254
PPP1R14B,0.0007080049058500501,255
MYL6,0.0007058584531932726,256
DERL3,0.0007002879356740806,257
SEC61G,0.0006960728219028721,258
SMIM22,0.0006933735267838913,259
RBPJ,0.0006931265052446473,260
MUC3A,0.0006919617753129613,261
SERF2,0.0006871347233064298,262
VSNL1,0.0006867045377804722,263
ZNF331,0.0006853474349897645,264
ASCL2,0.0006799159488705903,265
LRATD1,0.0006783510349826718,266
MACROH2A1,0.0006770308713680325,267
G0S2,0.0006769741389329991,268
ARPC5,0.0006732695079942738,269
ARPC3,0.0006698104440960752,270
FTH1,0.000669485015542413,271
TRIM2,0.000669413826343877,272
JPT1,0.0006686175166057195,273
RPS19,0.0006655083528525598,274
CD44,0.0006644631363595569,275
GPX4,0.0006619728239526154,276
PDXK,0.0006619721799444282,277
RPS18,0.0006607919176586548,278
MISP,0.0006571953639126288,279
TYMP,0.0006562183532203637,280
MTRNR2L8,0.0006551445809553193,281
RPS21,0.0006516877427283698,282
MT1M,0.0006516422261935925,283
GGH,0.0006498362412633557,284
EEF1B2,0.0006494043801319982,285
VAMP8,0.0006447824361410443,286
GNG11,0.0006427831010351491,287
ABCA8,0.0006374992515561159,288
RPS12,0.0006335026965344437,289
PTMA,0.0006316506145643996,290
HLA-A,0.0006296161877754266,291
HSPE1,0.0006291938814258008,292
CXCL16,0.0006288576457521178,293
PAFAH1B3,0.0006253785158481977,294
LGALS1,0.0006250959039771031,295
HSPA1B,0.0006224530147359611,296
TIMP3,0.0006216726084990651,297
A2M,0.0006213956003958879,298
RPS2,0.0006205895550152217,299
BACE2,0.0006201862631065413,300
GZMB,0.0006182255506411086,301
MMP7,0.000616566137387036,302
GLUL,0.0006125882007250767,303
COX5A,0.0006102508553332105,304
SCARA5,0.0006086908147151722,305
GNLY,0.0006068044199525871,306
CNIH4,0.000605318223128319,307
HSPH1,0.0006043841146282033,308
ZNF703,0.0006031965008848634,309
PDCD5,0.0006021218466182083,310
UGT2A3,0.0006014866187298723,311
FCGR2A,0.0006007306882146777,312
CIRBP,0.0005989419037481143,313
RPL36,0.0005958236559314556,314
RPL32,0.0005922843072632493,315
TACSTD2,0.0005915641368771509,316
RPL8,0.0005912574197158929,317
COTL1,0.0005874292023441795,318
RARRES2,0.0005861632652455131,319
TM4SF1,0.000583080497361154,320
RPS29,0.0005827456822232598,321
ATP5MC2,0.0005816943326577769,322
PLPP3,0.0005808056852907101,323
CA4,0.0005727670217954454,324
LTBP4,0.0005685205907387801,325
H3-3B,0.000568178423180812,326
MYH14,0.0005681766277076623,327
NOP53,0.0005677947883581405,328
LAMB3,0.0005663420105226526,329
PLSCR1,0.0005648598828253092,330
LINC01082,0.0005648550686598384,331
SPINT1,0.0005647100210198473,332
CCND1,0.0005640045955749931,333
DNAJB6,0.0005595551220763982,334
FAM3D,0.0005587149504457476,335
RPS6,0.0005575147063089694,336
TTYH3,0.0005569369243124388,337
RPL23A,0.0005559340757229752,338
CD79A,0.0005549302774543905,339
SOD3,0.0005546220127729294,340
HMGN1,0.0005541858430472937,341
LAMC2,0.0005492587519567821,342
PPP1R15A,0.000546509164376131,343
PTGER4,0.0005462304939161805,344
CA2,0.0005453152931128903,345
COX6A1,0.0005449419039777942,346
CAPG,0.0005427827150667232,347
UBC,0.0005366560861995599,348
PSMB9,0.000536247069831237,349
USH1C,0.0005357889431807134,350
CSRNP1,0.0005341960911063822,351
PMAIP1,0.0005329326881410724,352
RPL21,0.0005328280661552498,353
SPINK4,0.0005323812991233559,354
BTG2,0.0005300147361622444,355
IGFBP7,0.0005255371685060625,356
KRTCAP3,0.0005241584357480522,357
SMS,0.0005224357442781468,358
RPS13,0.0005222031037081688,359
SSR4,0.0005209685990170476,360
TMEM141,0.0005206769501858355,361
ALOX5AP,0.0005187092029118751,362
TIMP1,0.0005182533256817379,363
GZMA,0.0005164596403504082,364
COX6B1,0.0005159711610812599,365
RPS15A,0.0005156191193850973,366
PDE4A,0.0005139097918728573,367
HLA-DPA1,0.0005081539603058924,368
UQCRQ,0.0005061394526285713,369
GMDS,0.0005043786230011658,370
ATP5MF,0.0005021281994611444,371
BRK1,0.0004949136219298826,372
MT2A,0.0004938097474704435,373
RPS16,0.0004936606871151289,374
EEF1D,0.000493004132905999,375
NDFIP2,0.0004923423163509001,376
TSPAN6,0.0004908934116106815,377
HES6,0.0004867956466808936,378
RPS27L,0.0004851865938395123,379
IDH1,0.00048217652626627303,380
CEBPD,0.0004818194041073055,381
KLF4,0.00048084051006923615,382
RPL13,0.00047992409926524854,383
HSPD1,0.0004766791083125212,384
PFDN4,0.00047654548983022866,385
RPS10,0.0004765082030866435,386
CTSL,0.0004760645482289556,387
PTBP3,0.0004732925234465223,388
STARD10,0.00047159645695830904,389
FUS,0.0004674815209800371,390
GNA15,0.0004668160380815295,391
SOD1,0.0004647742677759085,392
LSP1,0.0004638214662136174,393
PROCR,0.00045857046321754125,394
S100A4,0.0004584679521678752,395
FXYD3,0.00045734660142903236,396
FBLN1,0.00045543443316374067,397
MCRIP2,0.00045462820817858526,398
LDHA,0.00045405274695488264,399
RPL38,0.0004534580863002834,400
CD3D,0.00045131256824883226,401
MRPL13,0.000449975948029278,402
DDAH1,0.0004498435278048002,403
RPS7,0.00044668071029562876,404
ATP5F1D,0.000446083266293553,405
CST3,0.00044607649675634656,406
TXNDC17,0.00044363777365832716,407
OLA1,0.0004425294292514802,408
MGP,0.00044240579333294235,409
RPL31,0.00043995923538709466,410
KCNK1,0.000439928613871739,411
B3GNT3,0.00043914377769903025,412
PRAP1,0.0004385300928421205,413
MEG3,0.00043752145300294127,414
RPS25,0.0004369174479180581,415
MRPL36,0.0004348886941895098,416
RPL37,0.00043397772850141614,417
IFI6,0.0004330174058411042,418
MRPS34,0.0004315507332624124,419
GSTP1,0.0004313577525347942,420
FAM83H,0.00043035122435334595,421
GALE,0.0004289572071841358,422
CFL1,0.00042575411604364407,423
ARPC1B,0.0004241391699469851,424
CTHRC1,0.00042385948106002326,425
MACC1,0.0004225505488023837,426
SH3YL1,0.00042125096870522527,427
EGR1,0.0004197538317058482,428
EDIL3,0.0004188284029005011,429
TPMT,0.0004186070709310322,430
C9orf16,0.0004183484188861351,431
COL1A2,0.00041769536863664784,432
ABHD17C,0.0004124943755530263,433
LY6E,0.0004117893565930869,434
ATP6V0B,0.0004051690475320524,435
ATP5MD,0.00040512042193009787,436
ACTN1,0.0004032578067465627,437
CD2,0.0004031796651558969,438
DUSP5,0.000402434455444839,439
LRATD2,0.00040160320706406603,440
CXCR4,0.00040081161099516456,441
CHP2,0.0004006133376088172,442
RNF43,0.00039989402071459186,443
SAT1,0.0003997163265473216,444
ANXA2,0.0003959141411080626,445
RPL11,0.0003937408019399284,446
FASN,0.0003896008584251531,447
B4GALT5,0.0003869554232205382,448
GMFG,0.0003855898261037128,449
SERPINB1,0.00038523593782014125,450
F2RL1,0.00038445395243677565,451
RPS4X,0.00038439892120596154,452
ISG20,0.0003839246544148855,453
NINJ1,0.0003835858388069529,454
RPL10,0.00038125316627744333,455
RPL29,0.0003801626135307596,456
PLEKHJ1,0.00037846698074554613,457
PGK1,0.0003772939230306811,458
OLFM4,0.0003772286309162372,459
LCP2,0.0003771092392318263,460
TIMM13,0.00037699694628708357,461
LTB,0.0003766876599090619,462
S100A10,0.0003760421831738234,463
CREM,0.00037460659773024983,464
ITGA6,0.0003741200559549653,465
RABL6,0.00037247997022380803,466
PTN,0.00037137214721348806,467
LAPTM4B,0.0003707252077897938,468
CTSC,0.00036997883633403217,469
ITGB4,0.00036875752880189436,470
TENT5C,0.00036795510814451287,471
FKBP1A,0.0003667713623135457,472
LST1,0.0003666969563165205,473
EPSTI1,0.00036557113866574303,474
COL1A1,0.000365565503185136,475
RPL5,0.00036468253296579684,476
TMEM176B,0.0003645482182050873,477
MGAT4B,0.0003644336060682202,478
UBE2F,0.00036371122684854214,479
HMGCS2,0.0003626460857155853,480
PLCB4,0.0003617880093776844,481
RPS14,0.00036161829040263826,482
RGS1,0.0003615189464740234,483
CHMP4C,0.000360084584780079,484
BNIP5,0.0003600574504869074,485
RPL6,0.00035960080865812957,486
DNAJB1,0.00035941096208616296,487
RPL35A,0.0003589087539542278,488
EZR,0.00035865354786245095,489
IER2,0.0003579769360914032,490
CD55,0.0003579550462474006,491
ZYX,0.0003572161649422162,492
RPL27,0.0003554143654816934,493
IFI27,0.00035479142129875914,494
PRDX4,0.00035452026114759713,495
PPDPF,0.00035415338091851863,496
CTBP2,0.00035285522020863275,497
RPL26,0.000349124440000877,498
RPL37A,0.00034649550183163484,499
KLF5,0.0003455749147519992,500
PARD6B,0.00034466527997713617,501
ADAM9,0.00034373786869325784,502
RPL14,0.00034293658404309607,503
RPS28,0.00034225340508149834,504
LIPH,0.00034199175085134013,505
PSMB8,0.00034164248709543947,506
LSM7,0.0003399651171780988,507
AFDN,0.0003360132102638739,508
GSTO1,0.0003351770059883772,509
C6orf132,0.0003336559658940416,510
EVL,0.0003335639176665942,511
TRIM31,0.00033215214866853663,512
JUND,0.00033157235790422755,513
RPS3,0.0003306216410309461,514
CYRIB,0.0003299917578968065,515
SRSF3,0.0003295823575526381,516
CYP3A5,0.00032946262477510804,517
C19orf48,0.000327991850563865,518
RPLP1,0.00032751096258960903,519
RPS24,0.0003271640455099526,520
CORO1C,0.0003258379046865837,521
RPL18A,0.00032572231734905233,522
CD68,0.0003257098235678257,523
HINT1,0.00032552667995067993,524
AHNAK,0.0003254729457406621,525
FKBP4,0.0003233534276329653,526
PPP1R14A,0.0003230470533237741,527
TMEM167A,0.00032242024427481963,528
TIGIT,0.0003210192574109564,529
CTLA4,0.0003203992665299353,530
COA3,0.00032023140216863306,531
CD52,0.0003198651716432869,532
CD27,0.00031972242136278184,533
ATOX1,0.0003189548718593033,534
APOBEC3G,0.00031535040782851976,535
CD14,0.00031473004879268733,536
HMGB2,0.0003144176308561132,537
CYBA,0.000313020574860744,538
TMEM54,0.0003123693023511502,539
CFH,0.0003096285210315138,540
GZMH,0.00030839148086381603,541
NOP10,0.00030837797587080184,542
REL,0.0003079024876040267,543
FABP1,0.00030673744615690446,544
MARCKSL1,0.00030646516128056574,545
RPL22,0.0003064221103821719,546
ATP1B1,0.0003062435741412139,547
RPS26,0.0003053975443920293,548
CHCHD2,0.0003044618273038749,549
RPS4Y1,0.00030444764007124563,550
UBB,0.0003041664118032649,551
SRGN,0.00030416372963613854,552
RPS8,0.0003041475976635846,553
SRSF5,0.0003027288524482384,554
RGCC,0.00030219793278128806,555
CD160,0.00030183917255702513,556
PSMA5,0.0003012709874280668,557
LAPTM5,0.0003001124226647987,558
RPL10A,0.00029985100736665884,559
PELATON,0.0002997312002934341,560
PSME1,0.00029949953855535884,561
TIPARP,0.00029937248698426314,562
H3-3A,0.00029769868840913476,563
PSMB3,0.00029768515569630953,564
CCL5,0.0002975612143971564,565
MYL12B,0.0002972553542109789,566
ZNF706,0.0002968956707016242,567
BTG1,0.00029615645940660233,568
CD7,0.0002955441638138928,569
VPS37B,0.00029524651709360777,570
SEC62,0.00029487944619363294,571
COX4I1,0.0002930044453361003,572
GLRX,0.00029235639016383474,573
IGHG2,0.00029077978046381544,574
MRPS12,0.00029050124981048987,575
RPL7,0.0002870184597036077,576
MT1H,0.00028693337841587346,577
CCNL1,0.0002865212920889245,578
CA1,0.0002834811415627874,579
LSM4,0.0002824719520300411,580
FAU,0.0002824011429418274,581
DDX5,0.00028214510630022766,582
YWHAG,0.000281916808513111,583
RAB31,0.0002818940483506181,584
HLA-B,0.0002801547296494546,585
CLTA,0.0002800953237117765,586
PPP1R10,0.0002796440530605059,587
SLC2A1,0.00027923345116025514,588
RPL19,0.00027819009906288354,589
CLU,0.00027710046920937596,590
SRSF7,0.0002758541380172793,591
TPD52,0.00027534462231550063,592
DBI,0.0002753095456552577,593
NKX2-3,0.0002749039112021044,594
EIF2S2,0.0002740280831957264,595
PYCARD,0.0002727573377519415,596
PIGR,0.00027266712390006847,597
TNXB,0.00027252807226220725,598
MYL12A,0.0002716367268544293,599
OGN,0.00026862142516916233,600
VSIG2,0.00026748984905297445,601
FKBP11,0.00026603540392363,602
ZFAS1,0.000265893384732603,603
CTSD,0.0002650025203641968,604
GUK1,0.00026204156715519994,605
XCL2,0.00026099217991441083,606
LGALS2,0.0002609497567584403,607
ADAMTS1,0.0002588641585933325,608
RPL13A,0.00025375667458648726,609
C19orf53,0.0002533797406672981,610
MTRNR2L1,0.0002525548029407583,611
RHOA,0.0002523017981325417,612
RPLP0,0.00025160799316642225,613
RPL15,0.0002507157673784701,614
MT1F,0.0002503757692386167,615
KMT2E,0.00024998201300518915,616
COL6A2,0.00024888194805164343,617
PLIN2,0.0002475115084187376,618
DNAJC15,0.00024683541413498335,619
GPT,0.0002466719492634622,620
RBCK1,0.00024574013709327254,621
SNRPD2,0.00024469111939034386,622
BGN,0.00024455410398693946,623
NDUFV2,0.00024420602135959244,624
CALD1,0.00024405664253057032,625
YWHAB,0.0002437956673316175,626
PPP1CA,0.00024253843327250114,627
NXPE4,0.0002413261231696518,628
AQP8,0.00024119814250647667,629
SLC28A2,0.00024097565891707654,630
CTSH,0.0002407022654436152,631
MCL1,0.00024006268798153863,632
DDX18,0.00023993683010647244,633
RPS17,0.00023946534696133102,634
SRI,0.00023932548410460382,635
SDC4,0.00023921386328011862,636
PDCD4,0.0002388107531847542,637
SLC2A3,0.00023750368513865677,638
CKB,0.0002367517305916228,639
MT1X,0.00023475881826286066,640
ID2,0.0002342945852645155,641
COX7B,0.00023414772832802,642
PPBP,0.00023338019371603347,643
OTOP2,0.0002333252720230015,644
PARK7,0.00023297504583675983,645
LAMTOR2,0.00023285931314349437,646
CCL18,0.00023272571251675093,647
RPL27A,0.000232625634190371,648
C10orf99,0.00023112806464098263,649
IGLC7,0.00023059212163581538,650
CA7,0.00022907276321428393,651
RACK1,0.00022899525590706107,652
RPSA,0.00022882995309542317,653
NAMPT,0.00022862431710830326,654
LDHB,0.00022787964256174533,655
APRT,0.00022702826411234825,656
DNAJA4,0.00022622851736072333,657
RPS11,0.00022591760902360882,658
BAX,0.00022544906148409954,659
LYPD8,0.00022500366975898047,660
AGPAT2,0.00022498826198499457,661
OLR1,0.00022493834863852568,662
CORO1A,0.00022493473225199733,663
MS4A7,0.00022492418844399274,664
SUMO1,0.00022353813773945505,665
SRP14,0.00022350691709851375,666
DSC2,0.0002227819444908097,667
TCIM,0.00022098406094337288,668
ACADS,0.00022056809519637973,669
HAPLN1,0.0002204904798540374,670
SLC16A10,0.0002203003693769716,671
SPIB,0.00022000448049319148,672
NHP2,0.00021990037540222732,673
PTGES3,0.00021965967658482262,674
RPS5,0.00021949646771880234,675
AREG,0.00021818115546575205,676
AOC1,0.00021549350953678075,677
CCR10,0.00021395555672694384,678
DEK,0.00021366108323823797,679
COX7A1,0.0002134301359413852,680
RPL7A,0.00021309621463312314,681
COX7C,0.00021257528056601056,682
SELENOK,0.00021240044302186752,683
HLA-DQA1,0.00021091680296456277,684
ATP6V1G1,0.0002107477819988493,685
IGFBP2,0.0002106293195595182,686
CD69,0.0002104428097190527,687
BCL2A1,0.00021014405007631983,688
NME1,0.00020998868408988411,689
TPM4,0.000209162630693018,690
SF3B6,0.00020896422821083425,691
ATP6V0E1,0.0002079628314178803,692
RANBP1,0.000207954309730446,693
FCGR3A,0.00020755420047000053,694
RPL4,0.00020692062743191077,695
DRAP1,0.00020666569945713574,696
BRD2,0.00020656153769774193,697
HLA-DQB1,0.00020580666745007186,698
THBS2,0.00020566805242150607,699
BID,0.00020506363043336148,700
LITAF,0.00020488592584063582,701
ICOS,0.00020410070716157463,702
PSMA1,0.00020286571686291253,703
GK,0.00020242331027649964,704
RPL24,0.00020235577867244408,705
ISG15,0.0002023269049711567,706
ICA1,0.00020199003880652612,707
STK17A,0.00020197160163416762,708
NUCB2,0.00020099593445251703,709
ANKRD28,0.00020086540265979542,710
TFF2,0.00019935689570430023,711
ID3,0.00019930475244385183,712
SEM1,0.00019885402341418744,713
B3GNT7,0.00019869470161296306,714
NDUFA4,0.00019854792384306754,715
CBX3,0.00019735556898676956,716
MZT2A,0.00019636296761066575,717
ANAPC11,0.00019619157045180699,718
PLPP1,0.00019593326837110786,719
TUBB4B,0.00019510263606305198,720
SERPINH1,0.00019481033628297666,721
SARAF,0.00019476891569638382,722
PGAM1,0.0001945550999391898,723
SPARC,0.00019455107550375502,724
HLA-C,0.00019453256998683903,725
RPL35,0.00019409408605162415,726
MFGE8,0.00019401174506551103,727
PRELID3B,0.0001939560759371016,728
RPL18,0.00019369942776409433,729
SUCLG2,0.00019369009728855622,730
MRPL14,0.0001932426849095173,731
IL2RG,0.0001925323260144485,732
FABP4,0.00019251409709719941,733
UQCR10,0.00019212514799151658,734
ABRACL,0.00019013595883193366,735
UBL5,0.00018950960357672807,736
CCT3,0.0001887880662808294,737
RBM39,0.00018834426497055563,738
PYCR1,0.00018824259360714592,739
NDRG2,0.00018764303037750718,740
NPM1,0.00018744821714249368,741
SERINC2,0.00018661036479885576,742
NDUFS6,0.00018593474053640735,743
RPL17,0.00018577938206106297,744
ARPC5L,0.0001857395638909788,745
HEBP2,0.00018547002108101898,746
UBE2S,0.0001845965404280543,747
S100A13,0.00018438591167059987,748
CD48,0.0001842687648427534,749
PRR15,0.00018379830780241465,750
HNRNPA0,0.00018366692244015649,751
PLAT,0.00018352241095739264,752
SRSF2,0.0001832426234285922,753
IFITM1,0.00018304444302183609,754
HIF1A,0.00018291499846528268,755
DDX3X,0.00018267687725017365,756
CXCL14,0.0001824945932086087,757
COPE,0.00018246688898643497,758
TMEM147,0.0001823488175869225,759
LUM,0.00018162553392411394,760
HOPX,0.00018141067120791985,761
CSTA,0.0001813254352184328,762
TREM1,0.00017926754311290983,763
HSPA5,0.00017925893502181964,764
HERPUD1,0.00017846715527095427,765
HNRNPA1,0.0001784449907635634,766
DMAC1,0.0001782837290780153,767
RALA,0.00017815648000352535,768
CLCA4,0.00017684048860936683,769
RPL36A,0.00017641217101583884,770
HOXD1,0.00017638666326607184,771
KLF6,0.00017612999018712112,772
CYTIP,0.00017554981712852898,773
ITM2B,0.00017542311283527486,774
CALM3,0.0001753650703350556,775
DDX24,0.00017485587329514707,776
RPS9,0.00017482844546501907,777
TRAPPC1,0.00017478079425762457,778
PPP1CB,0.0001741807775409321,779
PCLAF,0.0001741783966600241,780
HEXIM1,0.0001741680523201978,781
ZFAND2A,0.00017409921431821,782
PABPC4,0.00017310626369075187,783
SELENOM,0.00017272762921479877,784
NOVA1,0.0001725999554025361,785
BLOC1S1,0.0001710208887613159,786
CYBRD1,0.00017062051202603262,787
STAP2,0.00017057308295224258,788
CKS2,0.00017029753803001626,789
PCOLCE,0.00017005715960879947,790
NFIA,0.000169895351438909,791
C1S,0.00016967401443506518,792
ADAM12,0.0001694160822235943,793
ITGB2,0.0001692324122238641,794
MMP14,0.00016880360978810128,795
SGCE,0.00016836969409507837,796
